Model No|Description|Size|Colour|BRAND|EAN|F_RETAIL|WSALE|URL|STATUS|STOCKQTY|ONORDERTY|DUEIN|SUPPLIER|LOCATION
118064|CLIF BLACK CHERRY + 50mg Caffeine SHOT BLOKS (18)|||CLIF|722252380647|0.00|69.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
118065|CLIF ORANGE + 25mg Caffeine SHOT BLOKS (18)|||CLIF|722252380654|0.00|69.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
118067|CLIF MARGARITA SHOT BLOKS (18)|||CLIF|722252380678|0.00|69.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
118068|CLIF MOUNTAIN BERRY SHOT BLOKS (18)|||CLIF|722252380685|0.00|69.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
118069|CLIF TROPICAL PUNCH + 25mg Caffeine SHOT BLOKS (18)|||CLIF|722252380692|0.00|69.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
118075|CLIF GINGER ALE SHOT BLOKS (18)|||CLIF|722252641847|0.00|69.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
130004|CLIF CHOCOLATE CHIP BAR (12)|||CLIF|722252300904|0.00|21.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
130007|CLIF BLUEBERRY CRISP BAR (12)|||CLIF|722252302601|0.00|21.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
130008|CLIF CRUNCHY PEANUT BUTTER BAR (12)|||CLIF|722252301208|0.00|21.99|||Good|YES|23/10/19|VELO_VITA|SYDNEY
130022|CLIF CHOCOLATE ALMOND FUDGE BAR (12)|||CLIF|722252301604|0.00|21.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
131009|CLIF WHITE CHOCOLATE MACADAMIA BAR (12)|||CLIF|722252361097|0.00|21.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
13399-2|ABUS BOOSTER 6512K COIL 180CM|||ABUS|4003318133992|49.99|24.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
13402-9|ABUS RACER 6415K CABLE 85CM|||ABUS|4003318134029|49.99|24.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
13408-1|ABUS MICROFLEX 6615K STEEL-O-FLEX 85CM (33422-1)|||ABUS|4003318134081|69.99|34.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
13414-2|ABUS TRESOR 6512C COIL COMBO 180CM|||ABUS|4003318134142|49.99|24.99|||Good|YES|27/01/20|VELO_VITA|SYDNEY
13657-3|ABUS TRESOR 6615C STEEL-O-FLEX LOCK 85CM (28682-7)|||ABUS|4003318136573|69.99|34.99|||Good|YES|27/01/20|VELO_VITA|SYDNEY
14245-1|ABUS PRIMO 5510K COIL 180CM (43327)|||ABUS|4003318142451|39.99|19.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
14GM5||||SAPIM||33.62|16.81|||None|NO|  /  /  |VELO_VITA|SYDNEY
14GR1|SAPIM NIPPLE POLYAX BRASS 14G-12MM (100)|||SAPIM|5400540112006|35.99|17.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
14GR4|SAPIM NIPPLE POLYAX BRASS 14G-16MM (100)|||SAPIM|5400540112327|35.99|17.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
14GZ4|SAPIM NIPPLE HEXHD BRASS 14G-16MM (100)|||SAPIM|5400540111368|35.99|17.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
150003|CLIF COOL MINT BAR w CAFFEINE (12)|||CLIF|722252302007|0.00|21.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
160130|CLIF COCONUT CHOCOLATE CHIP BAR (12)|||CLIF|722252165305|0.00|21.99|||Good|YES|03/01/20|VELO_VITA|SYDNEY
161015|CLIF SIERRA TRAIL MIX BAR (12)|||CLIF|722252361059|0.00|21.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
161019|CLIF PEANUT BUTTER BANANA BAR (12)|||CLIF|722252360199|0.00|21.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
16523-8|ABUS NUMERO 5510C COIL COMBO 180CM|||ABUS|4003318165238|39.99|19.99|||Good|YES|27/01/20|VELO_VITA|SYDNEY
16564-1|ABUS NUMERINO 5412C CABLE 85CM BLACK|||ABUS|4003318165641|39.99|19.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
168000|CLIF NUT BUTTER FILLED CHOCOLATE HAZELNUT BAR (12)|||CLIF|722252368003|0.00|25.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
168001|CLIF NUT BUTTER FILLED CHOCOLATE PEANUT BUTTER BAR (12)|||CLIF|722252368010|0.00|25.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
168003|CLIF NUT BUTTER FILLED PEANUT BUTTER BAR (12)|||CLIF|722252368034|0.00|25.99|||Good|YES|29/11/19|VELO_VITA|SYDNEY
17740113S|GIORDANA WARMER LEG BLACK|||GIORDANA|805552802410|64.99|34.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
17740113XL|GIORDANA WARMER LEG BLACK|||GIORDANA|805552802413|64.99|34.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
18140113XL|GIORDANA WARMER ARM BLACK|||GIORDANA|805552802419|39.99|19.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
18573-1|ABUS U-BOLT ULTIMATE 420 CARRIER|||ABUS|4003318185731|34.99|19.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
18618-9|ABUS CHAIN TO FIT FRAME LOCK 5850, 5650 and 4960|||ABUS|4003318186189|79.99|39.99|||None|YES|25/11/19|VELO_VITA|SYDNEY
20145-5|ABUS POS MD15 DISPLAY INC HOOKS|||ABUS||799.99|399.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
21213TH|PANNIER TOP HOOK 16MM|||DEUTER|9341235113006|29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
21275BH16|PANNIER BOTTOM HOOK 16MM|||DEUTER|0784927191071|29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
21441BH10|PANNIER BOTTOM HOOK 10MM|||DEUTER|0784927191064|29.99|14.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
21467-7|ABUS BUFFO 34 U-BOLT + USH 230MM|||ABUS|4003318214677|69.99|34.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
24081|DEUTER POS BP BLADDER LARGE|||DEUTER|0784927191088|3.80|2.75|||Good|NO|  /  /  |VELO_VITA|SYDNEY
24087|DEUTER POS BP BLADDER SMALL|||DEUTER|0784927191101|3.00|1.75|||Good|NO|  /  /  |VELO_VITA|SYDNEY
24088|DEUTER POS BP BLADDER MEDIUM|||DEUTER|0784927191095|3.20|1.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
26624-9|ABUS UGH U-BOLT 3-POINT CARRIER|||ABUS|4003318266249|54.99|27.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
27679-8|ABUS POS SHOP DISPLAY HOOK EACH|||ABUS|4003318276798|5.99|2.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
300800|LEKI SP BRUSH SET CLASSIC 18/16MM|||LEKI|4028173089437|29.99|14.95|||Low|NO|  /  /  |VELO_VITA|SYDNEY
300900|LEKI SP BRUSH SET COMP LINE 16/14MM|||LEKI|4028173089444|29.99|14.95|||Good|NO|  /  /  |VELO_VITA|SYDNEY
301110100|LEKI POS GROUND DISPLAY SMALL|||LEKI|0784927191460|399.99|199.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3015000|LEKI DEVICE FOR GRIP EXCHANGE|||LEKI|4028173059362|359.99|179.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3016000|LEKI POS ROLL 'N' SHOW DISPLAY|||LEKI|0784927191484|499.99|249.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3049005|LEKI POS SYSTEM POLE STORAGE RACK|||LEKI|0784927191521|799.99|399.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3049010|LEKI POS WATERFALL DISPLAY|||LEKI|0784927191569|39.99|19.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3076016|LEKI POS STICKER WWW.LEKI.DE|||LEKI|0784927191514|5.99|2.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3076019|LEKI POS STICKER RED|||LEKI|0784927191507|29.99|14.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3089023|LEKI POS POSTER ALL SPORTS|||LEKI||19.99|9.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3089503|LEKI POS BANNER HANG BRAND|||LEKI|0784927193143|19.99|9.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3089550|LEKI POS BANNER HANG ALL SPORTS|||LEKI|0784927193136|19.99|9.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
309508|LEKI POS TREKKING CLINICS DVD|||LEKI|0784927191552|19.99|9.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
309519|LEKI POS DVD LEKI IMAGE|||LEKI|0784927191453|9.99|4.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3097755|LEKI POS SIZE ADVISOR|||LEKI|0784927191491|2.00|1.00|||Good|NO|  /  /  |VELO_VITA|SYDNEY
312000030|FL POS COUNTERTOP DISPLAY POP-UP 12 PACK|||FINISHLINE|0784927191200|1.99|0.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
31494-0|ABUS CENTURO STEEL-O-FLEX 860 110CM|||ABUS|4003318314940|109.99|59.99|||Good|YES|27/01/20|VELO_VITA|SYDNEY
320301732210|BIKE I AIR EXP 16 MIDNIGHT-MOSS|||DEUTER|4046051079035|174.99|87.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
320301735640|BIKE I AIR EXP 16 ARCTIC-CRANBERRY|||DEUTER|4046051079042|174.99|87.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
320321755540|BIKE I 18SL AUBERGINE-CORAL|||DEUTER|4046051079080|159.99|79.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
320331743310|BIKE I 20 GRAPHITE-PETROL|||DEUTER|4046051079103|159.99|79.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3207318-3397-0|RACE EXP AIR NAVY-DENIM|||DEUTER|4046051087627|174.99|87.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3207318-7000-0|RACE EXP AIR BLACK|||DEUTER|4046051087610|174.99|87.50|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3207418-4701-0|RACE LITE GRAPHITE-BLACK|||DEUTER|4046051090085|99.99|49.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
32133-5321|RACE EXP AIR CRANBERRY-ARCTIC|||DEUTER|4046051079028|149.99|74.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
32172-3332|COMPACT AIR EXP 8 TURQUOISE-ARCTIC|||DEUTER|4046051028965|149.99|74.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
32829-000|STREAMER HELIX VALVE|||DEUTER|4046051000701|19.99|9.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
32881-0000|STREAMER HELIX VALVE-TUBE|||DEUTER|4046051023786|29.99|14.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
329001770000|BIKE ENERGY BAG|||DEUTER|4046051079226|29.99|14.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
329011770000|CITY BAG BLACK|||DEUTER|4046051079257|29.99|14.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3290317-7000|TRIANGLE BAG BLACK|||DEUTER|4046051079271|39.99|19.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3290417-7000|FRONT TRIANGLE BAG BLACK|||DEUTER|4046051079288|39.99|19.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
329061770000|BIKE BAG RACE I|||DEUTER|4046051079301|19.99|9.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
329081770000|BIKE BAG I|||DEUTER|4046051079332|24.99|12.50|||Good|YES|17/01/20|VELO_VITA|SYDNEY
331000075|LEKI POS BANNER ALL SPORTS WITH STAND|||LEKI|0784927193112|279.99|139.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
331000085|LEKI POS BANNER BRAND WITH STAND|||LEKI|0784927193129|279.99|139.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3320019-3385-0|AIRCONTACT 40+10 SL PETROL-NAVY|||DEUTER|4046051096254|459.99|229.99|||None|YES|17/01/20|VELO_VITA|SYDNEY
3320019-3399-0|AIRCONTACT 40+10 SL STEEL-MIDNIGHT|||DEUTER|4046051096247|459.99|229.99|||None|YES|17/01/20|VELO_VITA|SYDNEY
3320119-3365-0|AIRCONTACT 45+10 MIDNIGHT-NAVY|||DEUTER|4046051096261|459.99|229.99|||None|YES|17/01/20|VELO_VITA|SYDNEY
3320119-5425-0|AIRCONTACT 45+10 CRANBERRY-GRAPHITE|||DEUTER|4046051096278|459.99|229.99|||None|YES|17/01/20|VELO_VITA|SYDNEY
3320216-2250-0|AIRCONTACT 50+10 SL PINE-MOSS|||DEUTER|4046051069418|439.99|219.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3320219-3399-0|AIRCONTACT 50 + 10 SL STEEL-MIDNIGHT|||DEUTER|4046051096285|479.99|239.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3320219-5326-0|AIRCONTACT 50+10 SL BLACKBERRY-NAVY|||DEUTER|4046051096292|479.99|239.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3320319-3365-0|AIRCONTACT 55+10 MIDNIGHT-NAVY|||DEUTER|4046051096308|479.99|239.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3320319-4701-0|AIRCONTACT 55+10 GRAPHITE-BLACK|||DEUTER|4046051096315|479.99|239.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3320419-2238-0|AIRCONTACT 60+10 SL LEAF-FOREST|||DEUTER|4046051096339|499.99|249.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3320419-3399-0|AIRCONTACT 60+10 SL STEEL-MIDNIGHT|||DEUTER|4046051096322|499.99|249.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3320516-3980-0|AIRCONTACT 65+10 MIDNIGHT-OCEAN|||DEUTER|4046051069470|459.99|229.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3320519-2325-0|AIRCONTACT 65+10 KHAKI-NAVY|||DEUTER|4046051096353|499.99|249.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3320519-3365-0|AIRCONTACT 65+10 MIDNIGHT-NAVY|||DEUTER|4046051096346|499.99|249.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3320719-3365-0|AIRCONTACT 75+10 MIDNIGHT-NAVY|||DEUTER|4046051096612|519.99|259.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
333021733530|AIRCONTACT PRO 65+15SL DENIM-MIDNIGHT|||DEUTER|4046051077819|599.99|299.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
334000010|LEKI POS FLOOR MAT|||LEKI|1005509368955015|29.99|14.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3340018-3392-0|AIRCONTACT LITE 35+10 SL INDIGO-NAVY|||DEUTER|4046051086521|329.99|164.99|||Low|YES|17/01/20|VELO_VITA|SYDNEY
3340018-4701-0|AIRCONTACT LITE 35+10 SL GRAPHITE-BLACK|||DEUTER|4046051086514|329.99|164.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3340118-3388-0|AIRCONTACT LITE 40+10 DENIM-ARCTIC|||DEUTER|4046051086569|329.99|164.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3340118-7403-0|AIRCONTACT LITE 40+10 BLACK-GRAPHITE|||DEUTER|4046051086545|329.99|164.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3340218-4701-0|AIRCONTACT LITE 45+10 SL GRAPHITE-BLACK|||DEUTER|4046051086576|349.99|174.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3340218-5423-0|AIRCONTACT LITE 45+10 SL MARON-GRPHT|||DEUTER|4046051086590|349.99|174.99|||None|YES|17/01/20|VELO_VITA|SYDNEY
3340318-7403-0|AIRCONTACT LITE 50+10 BLACK-GRAPHITE|||DEUTER|4046051086606|349.99|174.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3400018-7000-0|FUTURA 22 SL BLACK|||DEUTER|4046051086095|214.99|107.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3400118-7000-0|FUTURA 24 BLACK|||DEUTER|4046051086125|214.99|107.99|||None|YES|17/01/20|VELO_VITA|SYDNEY
3400218-5528-0|FUTURA 24 SL CRANBERRY-MARON|||DEUTER|4046051086163|259.99|129.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3400218-7000-0|FUTURA 24 SL BLACK|||DEUTER|4046051086156|259.99|129.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3400318-3318-0|FUTURA 26 ARC-DENIM|||DEUTER|4046051086187|259.99|129.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3400318-7000-0|FUTURA 26 BLACK|||DEUTER|4046051086170|259.99|129.99|||None|YES|17/01/20|VELO_VITA|SYDNEY
3400418-5526-0|FUTURA 26 SL CARDINAL-CRANBERRY|||DEUTER|4046051086217|234.99|118.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3400418-7000-0|FUTURA 26 SL BLACK|||DEUTER|4046051086194|234.99|118.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3400518-3388-0|FUTURA 28 DENIM-ARCTIC|||DEUTER|4046051086231|234.99|118.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3400518-7000-0|FUTURA 28 BLACK|||DEUTER|4046051086224|234.99|118.50|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3400618-3389-0|FUTURA 28 SL INDIGO-MIDNIGHT|||DEUTER|4046051086279|269.99|134.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3400618-5528-0|FUTURA 28 SL CRANBERRY-MARON|||DEUTER|4046051086262|269.99|134.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3400718-7000-0|FUTURA 30 BLACK|||DEUTER|4046051086286|269.99|134.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3400918-7000-0|FUTURA 34 EL BLACK|||DEUTER|4046051086330|299.99|149.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3401018-3388-0|FUTURA PRO 34 SL DENIM-ARCTIC|||DEUTER|4046051086361|309.99|154.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3401018-4701-0|FUTURA PRO 34 SL GRAPHITE-BLACK|||DEUTER|4046051086354|309.99|154.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3401018-5525-0|FUTURA PRO 34 SL AUBERGINE-MARON|||DEUTER|4046051086378|309.99|154.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3401118-3395-0|FUTURA PRO 36 MIDNIGHT-STEEL|||DEUTER|4046051086392|309.99|154.99|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3401118-4701-0|FUTURA PRO 36 GRAPHITE-BLACK|||DEUTER|4046051086385|309.99|154.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3401218-3388-0|FUTURA PRO 38 SL DENIM-ARCTIC|||DEUTER|4046051086422|324.99|162.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3401318-4701-0|FUTURA PRO 40 GRAPHITE-BLACK|||DEUTER|4046051086439|324.99|162.50|||None|NO|  /  /  |VELO_VITA|SYDNEY
3402018-4701-0|FUTURA VARIO 45+10 SL GRAPHITE-BLACK|||DEUTER|4046051086477|389.99|194.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3402118-4701-0|FUTURA VARIO 50+10 GRAPHITE-BLACK|||DEUTER|4046051086491|389.99|194.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410018-3100-0|SPEED LITE 12 BAY- MIDNIGHT|||DEUTER|4046051086729|114.99|57.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3410018-3325-0|SPEED LITE 12 PETROL-ARCTIC|||DEUTER|4046051086736|114.99|57.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3410018-7000-0|SPEED LITE 12 BLACK|||DEUTER|4046051086712|114.99|57.50|||None|NO|  /  /  |VELO_VITA|SYDNEY
3410118-3100-0|SPEED LITE 16 BAY-MIDNIGHT|||DEUTER|4046051086767|124.99|62.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3410118-7000-0|SPEED LITE 16 BLACK|||DEUTER|4046051086750|124.99|62.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3410218-7000-0|SPEED LITE 20 BLACK|||DEUTER|4046051086798|134.99|67.50|||Good|YES|17/01/20|VELO_VITA|SYDNEY
3410318-5527-0|SPEED LITE 22 SL CARDINAL-MARON|||DEUTER|4046051086842|194.99|97.50|||None|YES|17/01/20|VELO_VITA|SYDNEY
3410318-7000-0|SPEED LITE 22 SL BLACK|||DEUTER|4046051086835|194.99|97.50|||None|NO|  /  /  |VELO_VITA|SYDNEY
3410418-5528-0|SPEED LITE 24 CRANBERRY-MARON|||DEUTER|4046051086880|194.99|97.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3410418-7000-0|SPEED LITE 24 BLACK|||DEUTER|4046051086866|194.99|97.50|||Low|YES|17/01/20|VELO_VITA|SYDNEY
3410518-2235-0|SPEED LITE 24 SL FOREST-GREEN|||DEUTER|4046051086910|204.99|102.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3410518-5529-0|SPEED LITE 24 SL MARON-CARDINAL|||DEUTER|4046051086903|204.99|102.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410518-7000-0|SPEED LITE 24 SL BLACK|||DEUTER|4046051086897|204.99|102.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410618-3231-0|SPEED LITE 26 NAVY-GREEN|||DEUTER|4046051086934|204.99|102.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3410618-5535-0|SPEED LITE 26 MARON-CRANBERRY|||DEUTER|4046051086941|204.99|102.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410618-7000-0|SPEED LITE 26 BLACK|||DEUTER|4046051086927|204.99|102.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410718-5529-0|SPEED LITE 30 SL MARON-CARDINAL|||DEUTER|4046051086965|214.99|107.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410718-7000-0|SPEED LITE 30 SL BLACK|||DEUTER|4046051086958|214.99|107.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410818-5535-0|SPEED LITE 32 MARON-CRANBERRY|||DEUTER|4046051087009|214.99|107.50|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3410818-7000-0|SPEED LITE 32 BLACK|||DEUTER|4046051086989|214.99|107.50|||Low|NO|  /  /  |VELO_VITA|SYDNEY
343001622700|ZUGSPITZE 22 SL MOSS-PINE|||DEUTER|4046051068923|149.99|74.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
343001656070|ZUGSPITZE 22 SL AUBERGINE-LION|||DEUTER|4046051068930|149.99|74.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3440019-2326-0|TRAIL 20 SL LEAF-NAVY|||DEUTER|4046051096001|199.99|99.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3440119-5425-0|TRAIL 22 CRANBERRY-GRAPHITE|||DEUTER|4046051096032|199.99|99.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3440215-33120|ACT TRAIL 28 SL TURQ-MIDNIGHT|||DEUTER|4046051059181|229.99|114.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3440215-55130|ACT TRAIL 28 SL FIRE-AUBERGINE|||DEUTER|4046051059198|229.99|114.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3440219-5322-0|TRAIL 24 SL MARON-NAVY|||DEUTER|4046051096056|219.99|109.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3440315-23040|ACT TRAIL 30 SPRING-MIDNIGHT|||DEUTER|4046051059204|239.99|119.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3440315-3514-0|ACT TRAIL 30 ARTIC-FIRE|||DEUTER|4046051077710|239.99|119.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3440319-7403-0|TRAIL 26 BLACK-GRAPHITE|||DEUTER|4046051096070|219.99|109.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3440419-2326-0|TRAIL 28 SL LEAF-NAVY|||DEUTER|4046051096124|239.99|119.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3440519-3235-0|TRAIL 30 STEEL-KHAKI|||DEUTER|4046051096148|239.99|119.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3441115-32140|ACT TRAIL PRO 34 PETROL-KIWI|||DEUTER|4046051058672|299.99|144.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
34422-5560|ACT TRAIL 28 SL CRANBERRY-FIRE|||DEUTER|4046051029993|229.99|114.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
34449-7|ABUS POS POS BANNER GRANIT XPLUS 540|||ABUS|4003318344497|49.99|24.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
34479-4|ABUS POS BANNER UGRIP BORDO|||ABUS|4003318344794|49.99|24.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
34591-3|ABUS ULTRA 410 U-BOLT LOCK 230MM|||ABUS|4003318345913|89.99|44.99|||Good|YES|27/01/20|VELO_VITA|SYDNEY
34594-4|ABUS ULTRA 410 U-BOLT LOCK 140MM|||ABUS|4003318345944|79.99|39.99|||Good|YES|27/01/20|VELO_VITA|SYDNEY
3510020-3365-0|AVIANT CARRY ON 28 MID-NAVY|||DEUTER|4046051098852|259.99|129.99|||None|YES|07/02/20|VELO_VITA|SYDNEY
3510020-7000-0|AVIANT CARRY ON 28 BLACK|||DEUTER|4046051098838|259.99|129.99|||Good|YES|07/02/20|VELO_VITA|SYDNEY
3510120-3388-0|AVIANT CARRY ON 28 SL DEN-ARC|||DEUTER|4046051098883|259.99|129.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3510120-5543-0|AVIANT CARRY ON 28 SL MAR-AUB|||DEUTER|4046051098876|259.99|129.99|||None|YES|07/02/20|VELO_VITA|SYDNEY
3510215-72600|TRAVELLER 80+10 BLACK-MOSS|||DEUTER|4046051059334|519.99|259.99|||None|NO|  /  /  |VELO_VITA|SYDNEY
3510220-3365-0|AVIANT CARRY ON PRO 36 MID-NAV|||DEUTER|4046051098913|319.99|159.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3510220-7000-0|AVIANT CARRY ON PRO 36 BLACK|||DEUTER|4046051098890|319.99|159.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3510320-5543-0|AVIANT CARRY ON PRO 36 SL MARON-AUB|||DEUTER|4046051098937|319.99|159.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3510415-74000|QUANTUM 70+10 BLCK-SILVER|||DEUTER|4046051059358|449.99|224.99|||Low|NO|  /  /  |VELO_VITA|SYDNEY
3511020-3365-0|AVIANT ACCESS 38 MID-NAVY|||DEUTER|4046051098975|299.99|149.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3511020-7000-0|AVIANT ACCESS 38 BLACK|||DEUTER|4046051098951|299.99|149.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
3511120-5543-0|AVIANT ACCESS 38 SL MARON-AUB|||DEUTER|4046051098999|299.99|149.99|||Good|NO|  /  /  |VELO_VITA|SYDNEY
